customer_id,tenure,monthly_charges,total_charges,contract,payment_method,internet_service,tech_support,online_security,support_calls,churn
4254,5,37.22,186.1,Two year,Cash,DSL,Yes,No,1,No
4255,67,36.21,2426.07,One year,Credit,Fiber,Yes,No,2,Yes
4256,58,74.72,4333.76,Month-to-month,Credit,Fiber,No,No,0,No
4257,27,85.94,2320.38,One year,UPI,DSL,Yes,No,2,No
4258,15,116.19,1742.85,Two year,Cash,Fiber,No,Yes,1,No
4259,35,62.19,2176.65,Two year,UPI,Fiber,Yes,Yes,1,No
4260,53,96.49,5113.97,Two year,Debit,Fiber,No,Yes,3,Yes
4261,44,31.65,1392.6,Month-to-month,Debit,Fiber,No,No,2,No
4262,26,108.96,2832.96,Month-to-month,Credit,DSL,Yes,No,0,No
4263,47,83.31,3915.57,Month-to-month,Cash,Fiber,No,Yes,1,Yes
4264,34,82.9,2818.6,Month-to-month,Cash,DSL,No,No,4,Yes
4265,50,34.24,1712,Month-to-month,Credit,Fiber,No,Yes,2,No
4266,12,23.96,287.52,One year,UPI,Fiber,No,No,4,No
4267,4,90.14,360.56,One year,UPI,DSL,Yes,Yes,2,Yes
4268,48,31.71,1522.08,One year,Debit,DSL,No,No,3,No
4269,55,32.7,1798.5,Month-to-month,UPI,DSL,No,No,1,No
4270,1,38.75,38.75,Month-to-month,UPI,Fiber,No,No,0,No
4271,66,29.77,1964.82,One year,Cash,DSL,No,No,1,No
4272,30,82.54,2476.2,Month-to-month,Credit,Fiber,Yes,Yes,2,No
4273,3,62.2,186.6,One year,UPI,None,No,Yes,4,Yes
4274,21,46.61,978.81,Month-to-month,Credit,DSL,Yes,No,0,No
4275,49,64.07,3139.43,Month-to-month,Cash,Fiber,Yes,No,2,Yes
4276,62,104.41,6473.42,Month-to-month,Credit,Fiber,No,No,0,Yes
4277,38,112.71,4282.98,Month-to-month,Debit,DSL,Yes,No,2,No
4278,15,68.75,1031.25,One year,Debit,DSL,No,No,1,No
4279,52,76.68,3987.36,Month-to-month,Credit,Fiber,Yes,Yes,5,Yes
4280,46,45.72,2103.12,Two year,UPI,DSL,Yes,No,1,No
4281,25,71.36,1784,One year,UPI,Fiber,Yes,No,0,No
4282,21,94.81,1991.01,One year,UPI,Fiber,Yes,No,1,No
4283,5,69.21,346.05,Month-to-month,Cash,Fiber,No,Yes,2,Yes
4284,70,50.21,3514.7,Month-to-month,Credit,DSL,No,No,2,No
4285,47,78.2,3675.4,Month-to-month,Debit,DSL,No,No,1,Yes
4286,68,114.67,7797.56,Two year,UPI,None,No,No,0,No
4287,18,108.8,1958.4,Month-to-month,Credit,Fiber,No,No,2,Yes
4288,21,96.92,2035.32,Month-to-month,Cash,DSL,No,No,0,Yes
4289,23,47.62,1095.26,Month-to-month,Debit,Fiber,No,No,1,No
4290,64,44.16,2826.24,One year,Cash,Fiber,Yes,Yes,0,Yes
4291,67,103.85,6957.95,One year,UPI,DSL,No,No,2,No
4292,40,38.13,1525.2,Month-to-month,Credit,Fiber,No,Yes,0,Yes
4293,10,80.56,805.6,One year,Credit,Fiber,No,No,0,No
4294,52,63.89,3322.28,Two year,Cash,DSL,No,Yes,1,No
4295,72,66.8,4809.6,Month-to-month,Debit,DSL,No,No,1,No
4296,61,65.45,3992.45,Month-to-month,Debit,DSL,Yes,No,0,No
4297,64,110,7040,Month-to-month,Cash,Fiber,No,No,1,Yes
4298,5,28.71,143.55,Two year,UPI,None,No,No,2,Yes
4299,53,98.29,5209.37,Month-to-month,Debit,Fiber,No,No,0,Yes
4300,55,103.5,5692.5,Month-to-month,Credit,None,No,No,2,Yes
4301,37,114.29,4228.73,Month-to-month,Cash,Fiber,Yes,No,0,No
4302,56,65.26,3654.56,Two year,UPI,Fiber,Yes,Yes,2,No
4303,59,70.01,4130.59,One year,Credit,Fiber,Yes,No,0,No
4304,69,116.13,8012.97,Month-to-month,Credit,Fiber,No,No,4,Yes
4305,59,65.85,3885.15,Month-to-month,Credit,None,No,No,0,Yes
4306,2,70.35,140.7,Two year,Credit,DSL,Yes,Yes,0,No
4307,65,53.23,3459.95,One year,UPI,None,Yes,No,3,No
4308,60,23.16,1389.6,Month-to-month,Credit,Fiber,Yes,No,0,No
4309,51,63.31,3228.81,One year,Cash,DSL,No,Yes,0,No
4310,30,85.51,2565.3,Month-to-month,Cash,DSL,Yes,No,1,Yes
4311,11,88.99,978.89,One year,Cash,Fiber,Yes,No,3,No
4312,39,20.65,805.35,Month-to-month,Debit,Fiber,No,Yes,0,No
4313,72,100.11,7207.92,Month-to-month,Cash,Fiber,Yes,No,1,No
4314,63,69.24,4362.12,Month-to-month,Cash,Fiber,No,Yes,1,No
4315,64,72.07,4612.48,Month-to-month,Credit,DSL,Yes,No,2,No
4316,61,116.17,7086.37,Month-to-month,Credit,DSL,No,No,1,Yes
4317,54,48.45,2616.3,Month-to-month,UPI,Fiber,No,No,2,No
4318,58,96.17,5577.86,Month-to-month,UPI,Fiber,No,No,3,Yes
4319,56,77.48,4338.88,One year,Cash,Fiber,Yes,No,2,Yes
4320,34,90.08,3062.72,One year,Cash,Fiber,Yes,No,1,No
4321,31,61.78,1915.18,Month-to-month,UPI,DSL,Yes,No,1,Yes
4322,52,47.92,2491.84,One year,Debit,Fiber,No,No,1,No
4323,1,74.61,74.61,One year,Cash,Fiber,No,No,2,No
4324,55,57.49,3161.95,Month-to-month,Cash,None,No,No,2,No
4325,22,42.29,930.38,Month-to-month,Credit,DSL,No,Yes,2,No
4326,40,103.92,4156.8,Month-to-month,Credit,DSL,No,No,2,Yes
4327,1,67.58,67.58,Month-to-month,Cash,Fiber,No,Yes,1,Yes
4328,65,104.73,6807.45,One year,Debit,Fiber,No,No,1,Yes
4329,63,67.4,4246.2,Month-to-month,Debit,Fiber,No,No,2,No
4330,54,75.68,4086.72,Month-to-month,UPI,DSL,No,No,1,No
4331,42,119.53,5020.26,One year,Debit,Fiber,No,No,1,No
4332,21,115.15,2418.15,Month-to-month,Debit,Fiber,No,No,1,Yes
4333,22,47.17,1037.74,Month-to-month,UPI,None,No,Yes,4,No
4334,38,106.87,4061.06,One year,Debit,Fiber,No,No,1,No
4335,8,59.04,472.32,One year,UPI,Fiber,Yes,No,2,No
4336,62,27.12,1681.44,Month-to-month,Credit,None,No,No,1,No
4337,47,77.58,3646.26,Month-to-month,UPI,Fiber,No,No,2,No
4338,17,117.71,2001.07,One year,Cash,DSL,No,No,1,No
4339,17,117.43,1996.31,Two year,Debit,DSL,No,No,1,No
4340,13,32.65,424.45,Two year,Debit,None,No,Yes,3,No
4341,17,97.12,1651.04,Month-to-month,UPI,DSL,Yes,No,1,No
4342,38,100.28,3810.64,Month-to-month,Cash,Fiber,No,Yes,1,Yes
4343,45,56.87,2559.15,Two year,Debit,Fiber,Yes,Yes,3,No
4344,6,85.86,515.16,Month-to-month,Credit,Fiber,No,Yes,0,Yes
4345,35,68.82,2408.7,Month-to-month,UPI,Fiber,No,No,2,No
4346,14,42.79,599.06,Month-to-month,Cash,DSL,Yes,No,0,No
4347,72,96.13,6921.36,Month-to-month,UPI,Fiber,No,No,3,Yes
4348,61,46.28,2823.08,Month-to-month,Debit,Fiber,No,No,1,Yes
4349,15,54.04,810.6,Month-to-month,Debit,DSL,No,Yes,2,No
4350,54,39,2106,Two year,Debit,DSL,No,Yes,1,No
4351,27,91.93,2482.11,One year,UPI,DSL,No,No,3,Yes
4352,13,65.87,856.31,Month-to-month,Cash,Fiber,Yes,No,4,No
4353,31,64.34,1994.54,Month-to-month,UPI,DSL,No,No,1,No
4354,35,80.46,2816.1,One year,Debit,DSL,No,No,3,Yes
4355,60,35.73,2143.8,Two year,UPI,Fiber,No,No,3,No
4356,6,109.82,658.92,Month-to-month,Credit,Fiber,No,No,1,Yes
4357,69,66.51,4589.19,Month-to-month,Cash,Fiber,No,No,2,No
4358,58,56.65,3285.7,Month-to-month,Debit,None,No,No,2,No
4359,49,32.67,1600.83,Month-to-month,UPI,Fiber,No,Yes,1,Yes
4360,23,36.8,846.4,Month-to-month,Credit,DSL,No,Yes,2,No
4361,34,112.04,3809.36,Month-to-month,Debit,Fiber,No,Yes,1,Yes
4362,26,65.66,1707.16,Month-to-month,UPI,Fiber,Yes,No,2,No
4363,47,92.22,4334.34,One year,Debit,Fiber,No,Yes,1,Yes
4364,5,28.05,140.25,Month-to-month,Cash,Fiber,No,No,3,Yes
4365,20,84.35,1687,Month-to-month,Debit,DSL,No,Yes,2,Yes
4366,6,112.15,672.9,Month-to-month,Debit,DSL,No,No,1,Yes
4367,70,50,3500,One year,Cash,Fiber,No,No,3,No
4368,59,77.91,4596.69,Month-to-month,UPI,DSL,No,No,1,Yes
4369,64,114.02,7297.28,Two year,Credit,Fiber,No,Yes,2,Yes
4370,18,91.93,1654.74,Month-to-month,Credit,None,No,Yes,2,Yes
4371,4,26.23,104.92,Month-to-month,Cash,None,Yes,No,0,No
4372,17,57.87,983.79,Month-to-month,Debit,Fiber,Yes,No,1,No
4373,14,28.58,400.12,Month-to-month,UPI,DSL,No,Yes,1,Yes
4374,13,106.13,1379.69,Month-to-month,UPI,DSL,Yes,No,1,No
4375,7,82.17,575.19,Month-to-month,Cash,Fiber,Yes,Yes,3,Yes
4376,44,115.64,5088.16,Month-to-month,UPI,DSL,Yes,No,1,No
4377,15,21.98,329.7,One year,Credit,None,Yes,Yes,3,No
4378,19,62.31,1183.89,Month-to-month,UPI,Fiber,No,No,1,No
4379,63,30.44,1917.72,Month-to-month,Debit,DSL,Yes,Yes,1,No
4380,35,55.05,1926.75,Month-to-month,UPI,DSL,Yes,No,1,No
4381,35,36.19,1266.65,One year,Cash,Fiber,Yes,Yes,1,Yes
4382,19,52.88,1004.72,Month-to-month,Cash,Fiber,Yes,Yes,2,No
4383,20,101.93,2038.6,Month-to-month,Credit,DSL,Yes,No,2,Yes
4384,35,36.07,1262.45,Month-to-month,Credit,Fiber,Yes,No,4,No
4385,32,67.37,2155.84,Month-to-month,Credit,Fiber,No,No,2,No
4386,48,112.16,5383.68,One year,Credit,Fiber,No,No,1,No
4387,44,119.88,5274.72,One year,UPI,Fiber,Yes,No,2,No
4388,24,45.06,1081.44,Two year,UPI,Fiber,Yes,Yes,1,No
4389,61,113.56,6927.16,Month-to-month,Cash,Fiber,No,No,1,Yes
4390,17,46.14,784.38,Month-to-month,Cash,None,Yes,No,3,No
4391,71,61.35,4355.85,Month-to-month,Credit,Fiber,No,Yes,1,No
4392,50,107.79,5389.5,Month-to-month,UPI,None,No,No,0,Yes
4393,65,98.62,6410.3,One year,Debit,DSL,No,No,5,Yes
4394,32,105.75,3384,Two year,Credit,Fiber,Yes,No,1,No
4395,36,100.03,3601.08,Month-to-month,Credit,DSL,No,Yes,3,Yes
4396,13,43.51,565.63,Month-to-month,UPI,Fiber,No,No,1,No
4397,70,75.88,5311.6,Month-to-month,Debit,DSL,Yes,No,2,No
4398,58,58.53,3394.74,Two year,Credit,Fiber,No,No,2,No
4399,14,65.97,923.58,Month-to-month,Debit,Fiber,No,Yes,1,No
4400,37,35.4,1309.8,Two year,Cash,DSL,No,No,1,No
4401,68,51.58,3507.44,One year,Cash,Fiber,No,No,0,No
4402,40,105.76,4230.4,One year,Credit,Fiber,No,No,1,No
4403,59,109.76,6475.84,Month-to-month,UPI,DSL,No,No,1,No
4404,16,81.02,1296.32,Two year,Credit,DSL,Yes,Yes,1,No
4405,62,69.83,4329.46,One year,UPI,Fiber,Yes,Yes,1,No
4406,4,91.28,365.12,Month-to-month,Debit,Fiber,No,Yes,0,Yes
4407,45,80.89,3640.05,Month-to-month,UPI,Fiber,No,No,0,Yes
4408,28,118.37,3314.36,Month-to-month,UPI,DSL,No,No,0,Yes
4409,66,39.01,2574.66,Month-to-month,Credit,DSL,No,No,2,No
4410,31,64.9,2011.9,Month-to-month,Credit,Fiber,Yes,No,0,No
4411,3,111.82,335.46,Two year,Cash,Fiber,No,Yes,1,Yes
4412,8,111.47,891.76,One year,Debit,Fiber,Yes,Yes,4,No
4413,24,69.53,1668.72,One year,Cash,Fiber,No,No,1,No
4414,15,33.48,502.2,One year,Debit,DSL,Yes,No,0,No
4415,43,101.5,4364.5,Month-to-month,Cash,DSL,No,No,1,Yes
4416,31,78.52,2434.12,Month-to-month,Debit,DSL,No,Yes,2,No
4417,45,97.32,4379.4,Month-to-month,UPI,Fiber,No,Yes,3,Yes
4418,66,66.25,4372.5,Two year,UPI,DSL,No,Yes,0,No
4419,8,40.39,323.12,Month-to-month,Cash,Fiber,No,No,2,Yes
4420,71,22.4,1590.4,One year,Cash,DSL,No,Yes,2,No
4421,57,75.91,4326.87,One year,Cash,Fiber,No,Yes,0,No
4422,30,36.1,1083,Month-to-month,Credit,DSL,No,No,0,No
4423,18,38.71,696.78,Two year,Debit,DSL,No,Yes,3,No
4424,69,63.63,4390.47,Month-to-month,Cash,Fiber,No,No,4,Yes
4425,39,64.21,2504.19,One year,Credit,DSL,Yes,No,3,No
4426,60,47.44,2846.4,One year,Cash,Fiber,No,No,3,No
4427,43,33.19,1427.17,Two year,Credit,Fiber,Yes,No,2,No
4428,45,114.5,5152.5,Two year,Cash,Fiber,Yes,No,0,No
4429,23,33.16,762.68,Month-to-month,UPI,Fiber,No,No,5,Yes
4430,69,55.08,3800.52,Month-to-month,Credit,Fiber,No,Yes,4,Yes
4431,6,50.49,302.94,Two year,UPI,DSL,Yes,No,1,No
4432,56,106.63,5971.28,Month-to-month,Credit,Fiber,No,No,0,No
4433,4,61.01,244.04,Month-to-month,Debit,Fiber,No,No,3,Yes
4434,23,32.4,745.2,One year,Debit,Fiber,No,No,1,No
4435,6,21.03,126.18,Month-to-month,Credit,Fiber,No,Yes,2,No
4436,32,92.19,2950.08,One year,Cash,DSL,Yes,Yes,4,No
4437,18,91.45,1646.1,One year,Credit,DSL,No,No,0,Yes
4438,15,61.78,926.7,One year,Debit,Fiber,No,No,0,No
4439,40,32.63,1305.2,One year,Debit,DSL,No,Yes,4,No
4440,6,57.16,342.96,Two year,UPI,DSL,No,Yes,0,No
4441,63,78.99,4976.37,Month-to-month,Debit,Fiber,No,No,4,Yes
4442,67,90.39,6056.13,Month-to-month,Cash,None,Yes,Yes,0,No
4443,11,27.82,306.02,Month-to-month,UPI,Fiber,No,No,1,Yes
4444,43,75.63,3252.09,Two year,Debit,Fiber,No,No,2,No
4445,17,47.61,809.37,Month-to-month,Credit,Fiber,No,Yes,1,No
4446,4,81.73,326.92,One year,Credit,Fiber,No,No,1,Yes
4447,63,84.81,5343.03,Month-to-month,Debit,DSL,No,No,3,Yes
4448,68,111.06,7552.08,Two year,Cash,DSL,Yes,No,3,No
4449,41,61.04,2502.64,Two year,Credit,Fiber,Yes,No,2,No
4450,5,73.76,368.8,One year,UPI,Fiber,No,No,1,No
4451,32,46.82,1498.24,Month-to-month,Cash,Fiber,No,Yes,0,No
4452,70,48.66,3406.2,Month-to-month,UPI,None,Yes,No,2,No
4453,35,24.6,861,Month-to-month,UPI,Fiber,No,No,2,No
4454,22,48.61,1069.42,Month-to-month,Debit,DSL,No,No,0,No
4455,65,26.38,1714.7,Month-to-month,UPI,None,Yes,Yes,1,No
4456,22,116.39,2560.58,Month-to-month,Credit,DSL,No,Yes,0,No
4457,11,82.43,906.73,Month-to-month,Cash,Fiber,No,No,1,No
4458,3,37.31,111.93,One year,UPI,Fiber,No,No,3,Yes
4459,9,31.68,285.12,One year,Debit,None,No,No,0,No
4460,60,57.01,3420.6,Month-to-month,UPI,DSL,No,Yes,2,No
4461,14,50.76,710.64,Two year,Credit,DSL,No,No,1,No
4462,18,47.93,862.74,Month-to-month,Cash,None,No,Yes,1,No
4463,23,66.82,1536.86,Month-to-month,Credit,DSL,No,No,3,Yes
4464,47,111.29,5230.63,Month-to-month,Debit,DSL,Yes,Yes,1,No
4465,69,76.81,5299.89,Two year,UPI,DSL,Yes,No,1,No
4466,47,72.12,3389.64,Month-to-month,Credit,DSL,Yes,Yes,2,No
4467,30,100.65,3019.5,Two year,Debit,DSL,No,Yes,1,No
4468,25,20.4,510,Month-to-month,Debit,Fiber,No,No,2,No
4469,28,39.74,1112.72,One year,Debit,Fiber,No,Yes,0,No
4470,25,69.62,1740.5,Month-to-month,Debit,Fiber,Yes,No,1,No
4471,58,90.53,5250.74,One year,Cash,Fiber,No,No,2,No
4472,41,68.5,2808.5,Two year,Debit,DSL,No,No,0,No
4473,25,36.37,909.25,Two year,Debit,None,Yes,No,2,No
4474,48,113,5424,One year,Credit,Fiber,No,No,4,Yes
4475,10,52.87,528.7,Month-to-month,UPI,Fiber,Yes,No,1,Yes
4476,11,98.82,1087.02,One year,Debit,DSL,No,Yes,3,No
4477,21,109.14,2291.94,One year,UPI,DSL,Yes,No,1,No
4478,45,54.64,2458.8,Month-to-month,Cash,DSL,Yes,Yes,0,No
4479,7,104.53,731.71,One year,Debit,DSL,No,Yes,1,No
4480,64,91.08,5829.12,Month-to-month,Credit,None,No,No,0,Yes
4481,64,110.43,7067.52,Month-to-month,Credit,Fiber,Yes,Yes,0,No
4482,2,45.13,90.26,One year,UPI,None,No,No,3,Yes
4483,42,113.13,4751.46,Month-to-month,Cash,DSL,No,No,0,Yes
4484,54,26.53,1432.62,Month-to-month,Cash,DSL,No,No,2,No
4485,16,99.37,1589.92,Month-to-month,Debit,Fiber,No,Yes,2,Yes
4486,18,63.57,1144.26,One year,UPI,None,No,Yes,1,No
4487,59,37.79,2229.61,One year,Debit,Fiber,No,No,3,Yes
4488,16,27.94,447.04,Month-to-month,Cash,DSL,No,No,2,Yes
4489,6,58.95,353.7,Two year,Debit,DSL,No,Yes,2,No
4490,57,58.93,3359.01,Month-to-month,Debit,Fiber,No,Yes,2,No
4491,47,43,2021,One year,Debit,DSL,No,No,2,No
4492,48,41.55,1994.4,Month-to-month,Debit,DSL,No,Yes,1,No
4493,42,59.95,2517.9,Month-to-month,Debit,DSL,Yes,No,1,Yes
4494,60,61.01,3660.6,Month-to-month,Credit,DSL,No,Yes,1,Yes
4495,4,64.24,256.96,Month-to-month,Credit,Fiber,No,No,4,Yes
4496,2,106.88,213.76,One year,Debit,Fiber,No,No,3,Yes
4497,59,81.13,4786.67,One year,Cash,Fiber,No,No,1,No
4498,27,22.04,595.08,Month-to-month,UPI,DSL,No,No,3,Yes
4499,27,71.91,1941.57,One year,UPI,Fiber,Yes,No,2,No
4500,72,96.25,6930,Month-to-month,Cash,Fiber,No,Yes,2,Yes
4501,7,25.64,179.48,One year,Credit,Fiber,No,Yes,1,No
4502,63,62.26,3922.38,One year,UPI,Fiber,Yes,No,2,No
4503,46,65.12,2995.52,Month-to-month,Cash,DSL,No,Yes,2,No
4504,63,115.4,7270.2,One year,Debit,Fiber,Yes,No,3,No
4505,12,67.57,810.84,Two year,Cash,DSL,No,Yes,1,No
4506,13,94.99,1234.87,Month-to-month,Debit,DSL,Yes,No,2,No
4507,43,50.29,2162.47,Month-to-month,Debit,Fiber,No,No,1,No
4508,17,97.93,1664.81,One year,Debit,DSL,No,No,3,Yes
4509,63,52.27,3293.01,Month-to-month,Debit,DSL,No,No,2,No
4510,36,63,2268,One year,Cash,DSL,No,No,1,No
4511,8,67.95,543.6,Month-to-month,UPI,None,No,No,1,No
4512,69,112.64,7772.16,Two year,UPI,DSL,Yes,Yes,0,No
4513,36,25.35,912.6,One year,Debit,Fiber,No,No,1,No
4514,28,39.69,1111.32,Two year,Debit,Fiber,No,Yes,2,No
4515,47,90.57,4256.79,Month-to-month,UPI,DSL,No,Yes,1,Yes
4516,30,77.76,2332.8,Month-to-month,Cash,DSL,No,No,1,Yes
4517,23,45.15,1038.45,Month-to-month,UPI,Fiber,No,Yes,3,No
4518,16,48.92,782.72,Month-to-month,Debit,None,No,No,2,No
4519,14,56.73,794.22,Two year,UPI,Fiber,No,No,2,No
4520,71,65.03,4617.13,Two year,Debit,Fiber,No,Yes,0,No
4521,52,101.8,5293.6,Month-to-month,Cash,Fiber,Yes,Yes,2,No
4522,37,21.38,791.06,One year,Credit,Fiber,No,Yes,3,No
4523,29,109.8,3184.2,Two year,Debit,Fiber,Yes,No,1,No
4524,67,61.3,4107.1,Two year,UPI,DSL,No,No,0,No
4525,15,43.05,645.75,One year,Credit,Fiber,No,Yes,1,No
4526,47,70.84,3329.48,Month-to-month,UPI,None,No,No,4,Yes
4527,46,85.97,3954.62,Month-to-month,UPI,DSL,No,No,1,Yes
4528,52,24.48,1272.96,One year,UPI,DSL,No,Yes,2,No
4529,19,91.58,1740.02,One year,Credit,DSL,No,Yes,1,No
4530,21,96.08,2017.68,Month-to-month,Debit,Fiber,No,No,1,Yes
4531,64,36.62,2343.68,Month-to-month,Credit,DSL,No,No,4,Yes
4532,37,36.79,1361.23,One year,Credit,Fiber,Yes,Yes,3,No
4533,27,40.38,1090.26,One year,Credit,Fiber,No,No,1,Yes
4534,55,99.66,5481.3,Month-to-month,Cash,Fiber,No,No,1,Yes
4535,29,47.2,1368.8,Month-to-month,Cash,Fiber,Yes,No,2,No
4536,20,99.59,1991.8,One year,Credit,DSL,No,Yes,2,No
4537,25,74.05,1851.25,One year,Credit,DSL,No,Yes,1,No
4538,70,96.72,6770.4,Month-to-month,Debit,None,Yes,No,4,Yes
4539,63,75.37,4748.31,Two year,Cash,DSL,No,Yes,1,No
4540,36,53.58,1928.88,One year,Debit,None,No,No,0,No
4541,2,111.07,222.14,Two year,UPI,Fiber,Yes,Yes,1,Yes
4542,22,91.53,2013.66,Month-to-month,UPI,DSL,No,Yes,1,No
4543,16,68.41,1094.56,One year,UPI,None,Yes,No,0,No
4544,18,83.74,1507.32,One year,Cash,DSL,Yes,No,2,No
4545,69,81.58,5629.02,Month-to-month,UPI,Fiber,No,Yes,1,Yes
4546,54,55.81,3013.74,Month-to-month,Cash,Fiber,No,Yes,1,No
4547,30,62.38,1871.4,Month-to-month,Cash,DSL,Yes,Yes,2,No
4548,45,51.83,2332.35,Month-to-month,Debit,DSL,Yes,No,0,No
4549,19,119.95,2279.05,Month-to-month,UPI,Fiber,No,Yes,3,Yes
4550,34,78.01,2652.34,One year,Debit,DSL,No,No,2,No
4551,13,29.21,379.73,Month-to-month,UPI,DSL,No,Yes,2,No
4552,43,71.91,3092.13,One year,Credit,Fiber,No,No,2,Yes
4553,62,25,1550,One year,Debit,Fiber,Yes,No,1,No
4554,22,48.87,1075.14,Month-to-month,Cash,Fiber,Yes,No,1,No
4555,52,64.6,3359.2,Month-to-month,Debit,DSL,No,No,3,Yes
4556,52,73.43,3818.36,Two year,UPI,DSL,No,No,0,No
4557,36,117.62,4234.32,Two year,Cash,None,Yes,No,1,No
4558,19,118.22,2246.18,Month-to-month,Cash,DSL,No,No,2,Yes
4559,38,29.81,1132.78,One year,Cash,DSL,No,Yes,2,Yes
4560,70,73.81,5166.7,Two year,UPI,DSL,Yes,No,2,No
4561,57,101.71,5797.47,Two year,Credit,Fiber,No,Yes,2,No
4562,20,43.77,875.4,Month-to-month,Credit,Fiber,Yes,Yes,0,No
4563,9,95.06,855.54,Month-to-month,Debit,DSL,Yes,No,0,No
4564,32,107.86,3451.52,One year,Cash,DSL,Yes,Yes,1,No
4565,4,86.25,345,Month-to-month,UPI,DSL,No,Yes,1,Yes
4566,50,52.77,2638.5,One year,Debit,DSL,No,No,2,No
4567,5,112.31,561.55,Month-to-month,UPI,Fiber,No,No,2,Yes
4568,20,108.35,2167,Month-to-month,Debit,Fiber,Yes,No,1,No
4569,37,91.58,3388.46,Month-to-month,Debit,DSL,Yes,Yes,4,Yes
4570,22,56.37,1240.14,Month-to-month,UPI,Fiber,No,No,2,No
4571,58,99.19,5753.02,Month-to-month,UPI,Fiber,No,Yes,2,Yes
4572,68,51.61,3509.48,Two year,Credit,Fiber,No,No,3,No
4573,44,45.3,1993.2,Month-to-month,UPI,Fiber,No,No,2,No
4574,34,71.5,2431,Month-to-month,Debit,Fiber,No,Yes,1,No
4575,42,119.71,5027.82,Month-to-month,Cash,DSL,Yes,Yes,1,Yes
4576,9,100.43,903.87,Month-to-month,UPI,None,No,No,0,No
4577,7,92.98,650.86,One year,UPI,Fiber,No,Yes,0,No
4578,68,65.2,4433.6,One year,Cash,DSL,Yes,Yes,0,No
4579,19,51.2,972.8,Two year,Credit,DSL,Yes,Yes,1,No
4580,31,105.59,3273.29,One year,Cash,Fiber,No,Yes,0,No
4581,35,76.77,2686.95,Month-to-month,Cash,DSL,No,No,2,No
4582,57,101.33,5775.81,Month-to-month,UPI,Fiber,No,No,1,Yes
4583,61,68.78,4195.58,Month-to-month,Credit,Fiber,Yes,No,2,No
4584,31,95.4,2957.4,Month-to-month,Credit,Fiber,Yes,No,2,No
4585,53,106.77,5658.81,One year,Cash,Fiber,No,Yes,0,Yes
4586,32,59.14,1892.48,Month-to-month,Debit,Fiber,Yes,Yes,2,No
4587,66,21.36,1409.76,Month-to-month,Debit,Fiber,Yes,No,3,No
4588,59,45.49,2683.91,Month-to-month,Debit,Fiber,No,Yes,2,Yes
4589,10,111.49,1114.9,Month-to-month,UPI,DSL,No,No,4,Yes
4590,2,88.75,177.5,Month-to-month,UPI,Fiber,Yes,No,3,Yes
4591,66,93.72,6185.52,Month-to-month,Debit,Fiber,No,Yes,2,Yes
4592,60,52.53,3151.8,Month-to-month,Cash,None,No,Yes,2,No
4593,17,90.13,1532.21,Month-to-month,UPI,Fiber,Yes,No,1,No
4594,16,84.63,1354.08,Month-to-month,Credit,DSL,No,Yes,2,Yes
4595,16,37.84,605.44,Month-to-month,Cash,Fiber,Yes,Yes,1,No
4596,46,116.87,5376.02,Month-to-month,Debit,DSL,Yes,No,2,No
4597,39,55.4,2160.6,Two year,UPI,Fiber,No,Yes,0,No
4598,31,52.93,1640.83,One year,UPI,Fiber,No,Yes,1,No
4599,1,56.92,56.92,One year,Credit,None,No,No,1,No
4600,11,29.17,320.87,Month-to-month,Debit,DSL,No,No,2,No
4601,4,82.5,330,Two year,Debit,Fiber,Yes,Yes,1,Yes
4602,71,43.86,3114.06,One year,UPI,DSL,No,Yes,0,No
4603,26,100.33,2608.58,Month-to-month,Debit,DSL,No,Yes,2,Yes
4604,50,59.42,2971,One year,Credit,None,Yes,No,0,No
4605,12,65.86,790.32,Month-to-month,Cash,Fiber,No,No,0,No
4606,65,84.64,5501.6,Month-to-month,Debit,Fiber,No,No,0,Yes
4607,47,96.19,4520.93,One year,Credit,DSL,Yes,Yes,3,Yes
4608,53,43.11,2284.83,Month-to-month,UPI,None,No,No,2,No
4609,71,116.63,8280.73,One year,Cash,DSL,No,No,5,Yes
4610,2,82.23,164.46,Month-to-month,Credit,Fiber,Yes,No,3,Yes
4611,24,20.56,493.44,Two year,Cash,Fiber,No,Yes,1,No
4612,4,61.56,246.24,Month-to-month,Cash,Fiber,No,Yes,3,Yes
4613,19,63.68,1209.92,Two year,UPI,None,No,No,3,No
4614,26,100.92,2623.92,One year,UPI,DSL,Yes,Yes,3,No
4615,40,50.51,2020.4,Month-to-month,Credit,Fiber,No,Yes,3,Yes
4616,50,53.12,2656,Month-to-month,Credit,Fiber,No,No,1,No
4617,43,27.05,1163.15,Month-to-month,Credit,DSL,No,No,1,No
4618,67,48.35,3239.45,One year,Cash,Fiber,No,No,2,No
4619,12,91.7,1100.4,Month-to-month,UPI,DSL,Yes,No,3,Yes
4620,67,83.48,5593.16,Month-to-month,Cash,Fiber,No,No,2,Yes
4621,27,28.14,759.78,Month-to-month,Debit,DSL,No,No,3,Yes
4622,54,31.47,1699.38,Month-to-month,UPI,DSL,No,No,1,No
4623,66,57.69,3807.54,Month-to-month,Credit,DSL,Yes,No,3,No
4624,49,94.38,4624.62,One year,Cash,DSL,Yes,No,0,Yes
4625,16,103.29,1652.64,Two year,UPI,Fiber,Yes,Yes,2,No
